2025-01-28 13:18:00.083042 | 1003 | Small Coca-Cola® Float | 2.94
2025-01-28 14:16:59.228186 | 3619 | Small Coca-Cola® Float | No price
2025-01-28 14:16:59.228186 | 3619 | Small Fanta® Orange Float | No price
2025-01-28 14:16:59.228186 | 3619 | Small Dr Pepper® Float | No price
2025-01-28 14:16:59.228186 | 3619 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:16:59.228186 | 3619 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:01.179915 | 3620 | Small Coca-Cola® Float | No price
2025-01-28 14:17:01.179915 | 3620 | Small Fanta® Orange Float | No price
2025-01-28 14:17:01.179915 | 3620 | Small Dr Pepper® Float | No price
2025-01-28 14:17:01.179915 | 3620 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:01.179915 | 3620 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:02.837085 | 3621 | Small Coca-Cola® Float | 3.69
2025-01-28 14:17:02.837085 | 3621 | Small Fanta® Orange Float | 3.69
2025-01-28 14:17:02.837085 | 3621 | Small Dr Pepper® Float | 3.69
2025-01-28 14:17:02.837085 | 3621 | Jr. Deluxe Cheeseburger | 2.19
2025-01-28 14:17:02.837085 | 3621 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 14:17:04.386009 | 3622 | Small Coca-Cola® Float | 4.29
2025-01-28 14:17:04.386009 | 3622 | Small Fanta® Orange Float | 4.29
2025-01-28 14:17:04.386009 | 3622 | Small Dr Pepper® Float | 4.29
2025-01-28 14:17:04.386009 | 3622 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:04.386009 | 3622 | Small BARQ’S® Root Beer Float | 4.29
2025-01-28 14:17:06.179318 | 3623 | Small Coca-Cola® Float | 3.89
2025-01-28 14:17:06.179318 | 3623 | Small Fanta® Orange Float | 3.89
2025-01-28 14:17:06.179318 | 3623 | Small Dr Pepper® Float | 3.89
2025-01-28 14:17:06.179318 | 3623 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 14:17:06.179318 | 3623 | Small BARQ’S® Root Beer Float | 3.89
2025-01-28 14:17:07.745269 | 3624 | Small Coca-Cola® Float | No price
2025-01-28 14:17:07.745269 | 3624 | Small Fanta® Orange Float | No price
2025-01-28 14:17:07.745269 | 3624 | Small Dr Pepper® Float | No price
2025-01-28 14:17:07.745269 | 3624 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:07.745269 | 3624 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:09.212580 | 3625 | Small Coca-Cola® Float | No price
2025-01-28 14:17:09.212580 | 3625 | Small Fanta® Orange Float | No price
2025-01-28 14:17:09.212580 | 3625 | Small Dr Pepper® Float | No price
2025-01-28 14:17:09.212580 | 3625 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:09.212580 | 3625 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:11.097161 | 3626 | Small Coca-Cola® Float | 3.89
2025-01-28 14:17:11.097161 | 3626 | Small Fanta® Orange Float | 3.89
2025-01-28 14:17:11.097161 | 3626 | Small Dr Pepper® Float | 3.89
2025-01-28 14:17:11.097161 | 3626 | Jr. Deluxe Cheeseburger | 2.29
2025-01-28 14:17:11.097161 | 3626 | Small BARQ’S® Root Beer Float | 3.89
2025-01-28 14:17:12.815055 | 3627 | Small Coca-Cola® Float | 3.79
2025-01-28 14:17:12.815055 | 3627 | Small Fanta® Orange Float | 3.79
2025-01-28 14:17:12.815055 | 3627 | Small Dr Pepper® Float | 3.79
2025-01-28 14:17:12.815055 | 3627 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:12.815055 | 3627 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 14:17:14.538600 | 3628 | Small Coca-Cola® Float | 3.89
2025-01-28 14:17:14.538600 | 3628 | Small Fanta® Orange Float | 3.89
2025-01-28 14:17:14.538600 | 3628 | Small Dr Pepper® Float | 3.89
2025-01-28 14:17:14.538600 | 3628 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 14:17:14.538600 | 3628 | Small BARQ’S® Root Beer Float | 3.89
2025-01-28 14:17:16.345898 | 3629 | Small Coca-Cola® Float | No price
2025-01-28 14:17:16.345898 | 3629 | Small Fanta® Orange Float | No price
2025-01-28 14:17:16.345898 | 3629 | Small Dr Pepper® Float | No price
2025-01-28 14:17:16.345898 | 3629 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:16.345898 | 3629 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:18.068454 | 3630 | Small Coca-Cola® Float | 4.49
2025-01-28 14:17:18.068454 | 3630 | Small Fanta® Orange Float | 4.49
2025-01-28 14:17:18.068454 | 3630 | Small Dr Pepper® Float | 4.49
2025-01-28 14:17:18.068454 | 3630 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:18.068454 | 3630 | Small BARQ’S® Root Beer Float | 4.49
2025-01-28 14:17:19.638157 | 3631 | Small Coca-Cola® Float | 4.24
2025-01-28 14:17:19.638157 | 3631 | Small Fanta® Orange Float | 4.24
2025-01-28 14:17:19.638157 | 3631 | Small Dr Pepper® Float | 4.24
2025-01-28 14:17:19.638157 | 3631 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:19.638157 | 3631 | Small BARQ’S® Root Beer Float | 4.24
2025-01-28 14:17:21.394824 | 3632 | Small Coca-Cola® Float | 3.99
2025-01-28 14:17:21.394824 | 3632 | Small Fanta® Orange Float | 3.99
2025-01-28 14:17:21.394824 | 3632 | Small Dr Pepper® Float | 3.99
2025-01-28 14:17:21.394824 | 3632 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:21.394824 | 3632 | Small BARQ’S® Root Beer Float | 3.99
2025-01-28 14:17:22.978035 | 3633 | Small Coca-Cola® Float | No price
2025-01-28 14:17:22.978035 | 3633 | Small Fanta® Orange Float | No price
2025-01-28 14:17:22.978035 | 3633 | Small Dr Pepper® Float | No price
2025-01-28 14:17:22.978035 | 3633 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:22.978035 | 3633 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:24.676406 | 3634 | Small Coca-Cola® Float | 3.94
2025-01-28 14:17:24.676406 | 3634 | Small Fanta® Orange Float | 3.94
2025-01-28 14:17:24.676406 | 3634 | Small Dr Pepper® Float | 3.94
2025-01-28 14:17:24.676406 | 3634 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:24.676406 | 3634 | Small BARQ’S® Root Beer Float | 3.94
2025-01-28 14:17:26.585982 | 3635 | Small Coca-Cola® Float | 3.59
2025-01-28 14:17:26.585982 | 3635 | Small Fanta® Orange Float | 3.59
2025-01-28 14:17:26.585982 | 3635 | Small Dr Pepper® Float | 3.59
2025-01-28 14:17:26.585982 | 3635 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 14:17:26.585982 | 3635 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 14:17:28.289959 | 3636 | Small Coca-Cola® Float | 3.24
2025-01-28 14:17:28.289959 | 3636 | Small Fanta® Orange Float | 3.24
2025-01-28 14:17:28.289959 | 3636 | Small Dr Pepper® Float | 3.24
2025-01-28 14:17:28.289959 | 3636 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 14:17:28.289959 | 3636 | Small BARQ’S® Root Beer Float | 3.24
2025-01-28 14:17:29.787133 | 3637 | Small Coca-Cola® Float | 3.29
2025-01-28 14:17:29.787133 | 3637 | Small Fanta® Orange Float | 3.29
2025-01-28 14:17:29.787133 | 3637 | Small Dr Pepper® Float | 3.29
2025-01-28 14:17:29.787133 | 3637 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:29.787133 | 3637 | Small BARQ’S® Root Beer Float | 3.29
2025-01-28 14:17:31.644892 | 3638 | Small Coca-Cola® Float | 4.18
2025-01-28 14:17:31.644892 | 3638 | Small Fanta® Orange Float | 4.18
2025-01-28 14:17:31.644892 | 3638 | Small Dr Pepper® Float | 4.18
2025-01-28 14:17:31.644892 | 3638 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:31.644892 | 3638 | Small BARQ’S® Root Beer Float | 4.18
2025-01-28 14:17:33.397536 | 3639 | Small Coca-Cola® Float | 4.69
2025-01-28 14:17:33.397536 | 3639 | Small Fanta® Orange Float | 4.69
2025-01-28 14:17:33.397536 | 3639 | Small Dr Pepper® Float | 4.69
2025-01-28 14:17:33.397536 | 3639 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:33.397536 | 3639 | Small BARQ’S® Root Beer Float | 4.69
2025-01-28 14:17:34.754672 | 3640 | Small Coca-Cola® Float | 4.59
2025-01-28 14:17:34.754672 | 3640 | Small Fanta® Orange Float | 4.59
2025-01-28 14:17:34.754672 | 3640 | Small Dr Pepper® Float | 4.59
2025-01-28 14:17:34.754672 | 3640 | Jr. Deluxe Cheeseburger | 2.69
2025-01-28 14:17:34.754672 | 3640 | Small BARQ’S® Root Beer Float | 4.59
2025-01-28 14:17:36.635774 | 3641 | Small Coca-Cola® Float | No price
2025-01-28 14:17:36.635774 | 3641 | Small Fanta® Orange Float | No price
2025-01-28 14:17:36.635774 | 3641 | Small Dr Pepper® Float | No price
2025-01-28 14:17:36.635774 | 3641 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 14:17:36.635774 | 3641 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:38.304688 | 3642 | Small Coca-Cola® Float | No price
2025-01-28 14:17:38.304688 | 3642 | Small Fanta® Orange Float | No price
2025-01-28 14:17:38.304688 | 3642 | Small Dr Pepper® Float | No price
2025-01-28 14:17:38.304688 | 3642 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:38.304688 | 3642 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:39.837771 | 3643 | Small Coca-Cola® Float | 4.24
2025-01-28 14:17:39.837771 | 3643 | Small Fanta® Orange Float | 4.24
2025-01-28 14:17:39.837771 | 3643 | Small Dr Pepper® Float | 4.24
2025-01-28 14:17:39.837771 | 3643 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:39.837771 | 3643 | Small BARQ’S® Root Beer Float | 4.24
2025-01-28 14:17:41.610741 | 3644 | Small Coca-Cola® Float | 4.19
2025-01-28 14:17:41.610741 | 3644 | Small Fanta® Orange Float | 4.19
2025-01-28 14:17:41.610741 | 3644 | Small Dr Pepper® Float | 4.19
2025-01-28 14:17:41.610741 | 3644 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:41.610741 | 3644 | Small BARQ’S® Root Beer Float | 4.19
2025-01-28 14:17:43.554710 | 3645 | Small Coca-Cola® Float | 4.64
2025-01-28 14:17:43.554710 | 3645 | Small Fanta® Orange Float | 4.64
2025-01-28 14:17:43.554710 | 3645 | Small Dr Pepper® Float | 4.64
2025-01-28 14:17:43.554710 | 3645 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:17:43.554710 | 3645 | Small BARQ’S® Root Beer Float | 4.64
2025-01-28 14:17:44.997684 | 3646 | Small Coca-Cola® Float | 4.69
2025-01-28 14:17:44.997684 | 3646 | Small Fanta® Orange Float | 4.69
2025-01-28 14:17:44.997684 | 3646 | Small Dr Pepper® Float | 4.69
2025-01-28 14:17:44.997684 | 3646 | Jr. Deluxe Cheeseburger | 3.29
2025-01-28 14:17:44.997684 | 3646 | Small BARQ’S® Root Beer Float | 4.69
2025-01-28 14:17:47.015001 | 3647 | Small Coca-Cola® Float | 3.69
2025-01-28 14:17:47.015001 | 3647 | Small Fanta® Orange Float | 3.69
2025-01-28 14:17:47.015001 | 3647 | Small Dr Pepper® Float | 3.69
2025-01-28 14:17:47.015001 | 3647 | Jr. Deluxe Cheeseburger | 2.99
2025-01-28 14:17:47.015001 | 3647 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 14:17:48.714982 | 3649 | Small Coca-Cola® Float | 3.69
2025-01-28 14:17:48.714982 | 3649 | Small Fanta® Orange Float | 3.69
2025-01-28 14:17:48.714982 | 3649 | Small Dr Pepper® Float | 3.69
2025-01-28 14:17:48.714982 | 3649 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 14:17:48.714982 | 3649 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 14:17:50.187844 | 3650 | Small Coca-Cola® Float | No price
2025-01-28 14:17:50.187844 | 3650 | Small Fanta® Orange Float | No price
2025-01-28 14:17:50.187844 | 3650 | Small Dr Pepper® Float | No price
2025-01-28 14:17:50.187844 | 3650 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:50.187844 | 3650 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:51.847988 | 3651 | Small Coca-Cola® Float | 4.19
2025-01-28 14:17:51.847988 | 3651 | Small Fanta® Orange Float | 4.19
2025-01-28 14:17:51.847988 | 3651 | Small Dr Pepper® Float | 4.19
2025-01-28 14:17:51.847988 | 3651 | Jr. Deluxe Cheeseburger | 1.69
2025-01-28 14:17:51.847988 | 3651 | Small BARQ’S® Root Beer Float | 4.19
2025-01-28 14:17:53.646706 | 3652 | Small Coca-Cola® Float | No price
2025-01-28 14:17:53.646706 | 3652 | Small Fanta® Orange Float | No price
2025-01-28 14:17:53.646706 | 3652 | Small Dr Pepper® Float | No price
2025-01-28 14:17:53.646706 | 3652 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:17:53.646706 | 3652 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:17:55.388854 | 3653 | Small Coca-Cola® Float | 3.79
2025-01-28 14:17:55.388854 | 3653 | Small Fanta® Orange Float | 3.79
2025-01-28 14:17:55.388854 | 3653 | Small Dr Pepper® Float | 3.79
2025-01-28 14:17:55.388854 | 3653 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 14:17:55.388854 | 3653 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 14:17:56.788916 | 3654 | Small Coca-Cola® Float | 4.54
2025-01-28 14:17:56.788916 | 3654 | Small Fanta® Orange Float | 4.54
2025-01-28 14:17:56.788916 | 3654 | Small Dr Pepper® Float | 4.54
2025-01-28 14:17:56.788916 | 3654 | Jr. Deluxe Cheeseburger | 3.09
2025-01-28 14:17:56.788916 | 3654 | Small BARQ’S® Root Beer Float | 4.54
2025-01-28 14:17:58.669884 | 3655 | Small Coca-Cola® Float | 3.79
2025-01-28 14:17:58.669884 | 3655 | Small Fanta® Orange Float | 3.79
2025-01-28 14:17:58.669884 | 3655 | Small Dr Pepper® Float | 3.79
2025-01-28 14:17:58.669884 | 3655 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 14:17:58.669884 | 3655 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 14:18:00.419667 | 3656 | Small Coca-Cola® Float | 3.79
2025-01-28 14:18:00.419667 | 3656 | Small Fanta® Orange Float | 3.79
2025-01-28 14:18:00.419667 | 3656 | Small Dr Pepper® Float | 3.79
2025-01-28 14:18:00.419667 | 3656 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:18:00.419667 | 3656 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 14:18:02.025912 | 3657 | Small Coca-Cola® Float | 4.69
2025-01-28 14:18:02.025912 | 3657 | Small Fanta® Orange Float | 4.69
2025-01-28 14:18:02.025912 | 3657 | Small Dr Pepper® Float | 4.69
2025-01-28 14:18:02.025912 | 3657 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:02.025912 | 3657 | Small BARQ’S® Root Beer Float | 4.69
2025-01-28 14:18:03.747915 | 3659 | Small Coca-Cola® Float | 4.49
2025-01-28 14:18:03.747915 | 3659 | Small Fanta® Orange Float | 4.49
2025-01-28 14:18:03.747915 | 3659 | Small Dr Pepper® Float | 4.49
2025-01-28 14:18:03.747915 | 3659 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:18:03.747915 | 3659 | Small BARQ’S® Root Beer Float | 4.49
2025-01-28 14:18:05.657034 | 3660 | Small Coca-Cola® Float | No price
2025-01-28 14:18:05.657034 | 3660 | Small Fanta® Orange Float | No price
2025-01-28 14:18:05.657034 | 3660 | Small Dr Pepper® Float | No price
2025-01-28 14:18:05.657034 | 3660 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:05.657034 | 3660 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:07.064849 | 3661 | Small Coca-Cola® Float | No price
2025-01-28 14:18:07.064849 | 3661 | Small Fanta® Orange Float | No price
2025-01-28 14:18:07.064849 | 3661 | Small Dr Pepper® Float | No price
2025-01-28 14:18:07.064849 | 3661 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:07.064849 | 3661 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:08.833750 | 3663 | Small Coca-Cola® Float | No price
2025-01-28 14:18:08.833750 | 3663 | Small Fanta® Orange Float | No price
2025-01-28 14:18:08.833750 | 3663 | Small Dr Pepper® Float | No price
2025-01-28 14:18:08.833750 | 3663 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:08.833750 | 3663 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:10.259722 | 3664 | Small Coca-Cola® Float | 3.49
2025-01-28 14:18:10.259722 | 3664 | Small Fanta® Orange Float | 3.49
2025-01-28 14:18:10.259722 | 3664 | Small Dr Pepper® Float | 3.49
2025-01-28 14:18:10.259722 | 3664 | Jr. Deluxe Cheeseburger | 2.19
2025-01-28 14:18:10.259722 | 3664 | Small BARQ’S® Root Beer Float | 3.49
2025-01-28 14:18:12.137084 | 3665 | Small Coca-Cola® Float | No price
2025-01-28 14:18:12.137084 | 3665 | Small Fanta® Orange Float | No price
2025-01-28 14:18:12.137084 | 3665 | Small Dr Pepper® Float | No price
2025-01-28 14:18:12.137084 | 3665 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:12.137084 | 3665 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:14.164663 | 3666 | Small Coca-Cola® Float | 3.59
2025-01-28 14:18:14.164663 | 3666 | Small Fanta® Orange Float | 3.59
2025-01-28 14:18:14.164663 | 3666 | Small Dr Pepper® Float | 3.59
2025-01-28 14:18:14.164663 | 3666 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:18:14.164663 | 3666 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 14:18:15.617232 | 3667 | Small Coca-Cola® Float | No price
2025-01-28 14:18:15.617232 | 3667 | Small Fanta® Orange Float | No price
2025-01-28 14:18:15.617232 | 3667 | Small Dr Pepper® Float | No price
2025-01-28 14:18:15.617232 | 3667 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:15.617232 | 3667 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:17.465605 | 3668 | Small Coca-Cola® Float | No price
2025-01-28 14:18:17.465605 | 3668 | Small Fanta® Orange Float | No price
2025-01-28 14:18:17.465605 | 3668 | Small Dr Pepper® Float | No price
2025-01-28 14:18:17.465605 | 3668 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:17.465605 | 3668 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:19.235556 | 3670 | Small Coca-Cola® Float | No price
2025-01-28 14:18:19.235556 | 3670 | Small Fanta® Orange Float | 4.18
2025-01-28 14:18:19.235556 | 3670 | Small Dr Pepper® Float | No price
2025-01-28 14:18:19.235556 | 3670 | Jr. Deluxe Cheeseburger | 1.69
2025-01-28 14:18:19.235556 | 3670 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:20.869846 | 3671 | Small Coca-Cola® Float | 4.09
2025-01-28 14:18:20.869846 | 3671 | Small Fanta® Orange Float | 4.09
2025-01-28 14:18:20.869846 | 3671 | Small Dr Pepper® Float | 4.09
2025-01-28 14:18:20.869846 | 3671 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:18:20.869846 | 3671 | Small BARQ’S® Root Beer Float | 4.09
2025-01-28 14:18:22.829443 | 3672 | Small Coca-Cola® Float | 3.79
2025-01-28 14:18:22.829443 | 3672 | Small Fanta® Orange Float | 3.79
2025-01-28 14:18:22.829443 | 3672 | Small Dr Pepper® Float | 3.79
2025-01-28 14:18:22.829443 | 3672 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 14:18:22.829443 | 3672 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 14:18:24.889133 | 3673 | Small Coca-Cola® Float | No price
2025-01-28 14:18:24.889133 | 3673 | Small Fanta® Orange Float | No price
2025-01-28 14:18:24.889133 | 3673 | Small Dr Pepper® Float | No price
2025-01-28 14:18:24.889133 | 3673 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:24.889133 | 3673 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:26.406012 | 3674 | Small Coca-Cola® Float | 3.59
2025-01-28 14:18:26.406012 | 3674 | Small Fanta® Orange Float | 3.59
2025-01-28 14:18:26.406012 | 3674 | Small Dr Pepper® Float | 3.59
2025-01-28 14:18:26.406012 | 3674 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 14:18:26.406012 | 3674 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 14:18:28.224563 | 3675 | Small Coca-Cola® Float | 2.59
2025-01-28 14:18:28.224563 | 3675 | Small Fanta® Orange Float | 2.59
2025-01-28 14:18:28.224563 | 3675 | Small Dr Pepper® Float | 2.59
2025-01-28 14:18:28.224563 | 3675 | Jr. Deluxe Cheeseburger | 2.89
2025-01-28 14:18:28.224563 | 3675 | Small BARQ’S® Root Beer Float | 2.59
2025-01-28 14:18:29.912843 | 3676 | Small Coca-Cola® Float | 3.59
2025-01-28 14:18:29.912843 | 3676 | Small Fanta® Orange Float | 3.59
2025-01-28 14:18:29.912843 | 3676 | Small Dr Pepper® Float | 3.59
2025-01-28 14:18:29.912843 | 3676 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 14:18:29.912843 | 3676 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 14:18:31.427622 | 3677 | Small Coca-Cola® Float | 3.59
2025-01-28 14:18:31.427622 | 3677 | Small Fanta® Orange Float | 3.59
2025-01-28 14:18:31.427622 | 3677 | Small Dr Pepper® Float | 3.59
2025-01-28 14:18:31.427622 | 3677 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 14:18:31.427622 | 3677 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 14:18:33.237850 | 3678 | Small Coca-Cola® Float | 3.69
2025-01-28 14:18:33.237850 | 3678 | Small Fanta® Orange Float | 3.69
2025-01-28 14:18:33.237850 | 3678 | Small Dr Pepper® Float | 3.69
2025-01-28 14:18:33.237850 | 3678 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:33.237850 | 3678 | Small BARQ’S® Root Beer Float | 3.69
2025-01-28 14:18:35.036930 | 3679 | Small Coca-Cola® Float | 4.49
2025-01-28 14:18:35.036930 | 3679 | Small Fanta® Orange Float | 4.49
2025-01-28 14:18:35.036930 | 3679 | Small Dr Pepper® Float | 4.49
2025-01-28 14:18:35.036930 | 3679 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 14:18:35.036930 | 3679 | Small BARQ’S® Root Beer Float | 4.49
2025-01-28 14:18:36.510940 | 3680 | Small Coca-Cola® Float | No price
2025-01-28 14:18:36.510940 | 3680 | Small Fanta® Orange Float | No price
2025-01-28 14:18:36.510940 | 3680 | Small Dr Pepper® Float | No price
2025-01-28 14:18:36.510940 | 3680 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:36.510940 | 3680 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:38.368543 | 3681 | Small Coca-Cola® Float | 3.59
2025-01-28 14:18:38.368543 | 3681 | Small Fanta® Orange Float | 3.59
2025-01-28 14:18:38.368543 | 3681 | Small Dr Pepper® Float | 3.59
2025-01-28 14:18:38.368543 | 3681 | Jr. Deluxe Cheeseburger | 2.09
2025-01-28 14:18:38.368543 | 3681 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 14:18:40.160735 | 3682 | Small Coca-Cola® Float | 4.19
2025-01-28 14:18:40.160735 | 3682 | Small Fanta® Orange Float | 4.19
2025-01-28 14:18:40.160735 | 3682 | Small Dr Pepper® Float | 4.19
2025-01-28 14:18:40.160735 | 3682 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:18:40.160735 | 3682 | Small BARQ’S® Root Beer Float | 4.19
2025-01-28 14:18:41.674280 | 3683 | Small Coca-Cola® Float | 3.59
2025-01-28 14:18:41.674280 | 3683 | Small Fanta® Orange Float | 3.59
2025-01-28 14:18:41.674280 | 3683 | Small Dr Pepper® Float | 3.59
2025-01-28 14:18:41.674280 | 3683 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:18:41.674280 | 3683 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 14:18:43.560846 | 3684 | Small Coca-Cola® Float | No price
2025-01-28 14:18:43.560846 | 3684 | Small Fanta® Orange Float | No price
2025-01-28 14:18:43.560846 | 3684 | Small Dr Pepper® Float | No price
2025-01-28 14:18:43.560846 | 3684 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:43.560846 | 3684 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:45.267761 | 3685 | Small Coca-Cola® Float | 3.99
2025-01-28 14:18:45.267761 | 3685 | Small Fanta® Orange Float | 3.99
2025-01-28 14:18:45.267761 | 3685 | Small Dr Pepper® Float | 3.99
2025-01-28 14:18:45.267761 | 3685 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:18:45.267761 | 3685 | Small BARQ’S® Root Beer Float | 3.99
2025-01-28 14:18:47.065789 | 3687 | Small Coca-Cola® Float | 4.18
2025-01-28 14:18:47.065789 | 3687 | Small Fanta® Orange Float | 4.18
2025-01-28 14:18:47.065789 | 3687 | Small Dr Pepper® Float | 4.18
2025-01-28 14:18:47.065789 | 3687 | Jr. Deluxe Cheeseburger | 2.49
2025-01-28 14:18:47.065789 | 3687 | Small BARQ’S® Root Beer Float | 4.18
2025-01-28 14:18:48.928845 | 3688 | Small Coca-Cola® Float | 3.79
2025-01-28 14:18:48.928845 | 3688 | Small Fanta® Orange Float | 3.79
2025-01-28 14:18:48.928845 | 3688 | Small Dr Pepper® Float | 3.79
2025-01-28 14:18:48.928845 | 3688 | Jr. Deluxe Cheeseburger | 2.79
2025-01-28 14:18:48.928845 | 3688 | Small BARQ’S® Root Beer Float | 3.79
2025-01-28 14:18:50.384527 | 3689 | Small Coca-Cola® Float | No price
2025-01-28 14:18:50.384527 | 3689 | Small Fanta® Orange Float | No price
2025-01-28 14:18:50.384527 | 3689 | Small Dr Pepper® Float | No price
2025-01-28 14:18:50.384527 | 3689 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:50.384527 | 3689 | Small BARQ’S® Root Beer Float | No price
2025-01-28 14:18:52.474493 | 3690 | Small Coca-Cola® Float | 3.59
2025-01-28 14:18:52.474493 | 3690 | Small Fanta® Orange Float | 3.59
2025-01-28 14:18:52.474493 | 3690 | Small Dr Pepper® Float | 3.59
2025-01-28 14:18:52.474493 | 3690 | Jr. Deluxe Cheeseburger | 1.99
2025-01-28 14:18:52.474493 | 3690 | Small BARQ’S® Root Beer Float | 3.59
2025-01-28 14:18:54.207870 | 3691 | Small Coca-Cola® Float | 3.69
2025-01-28 14:18:54.207870 | 3691 | Small Fanta® Orange Float | 3.69
2025-01-28 14:18:54.207870 | 3691 | Small Dr Pepper® Float | 3.69
2025-01-28 14:18:54.207870 | 3691 | Jr. Deluxe Cheeseburger | No price
2025-01-28 14:18:54.207870 | 3691 | Small BARQ’S® Root Beer Float | 3.69
